10, 453, 0.000000

20, 57291, 0.000000

30, 7049123, 0.015000

40, 866988831, 1.668000

50, 106632582293, 199.997000

10, 29, 0.000000
12, 17, 0.000000
14, 19, 0.000000
16, 21, 0.000000
18, 23, 0.000000
20, 25, 0.000000
22, 27, 0.000000
24, 29, 0.000000
26, 31, 0.000000
28, 33, 0.000000
30, 35, 0.000000
32, 37, 0.000000
34, 39, 0.000000
36, 41, 0.000000
38, 43, 0.000000
40, 45, 0.000000
42, 47, 0.000000
44, 49, 0.000000
46, 51, 0.000000
48, 53, 0.000000
50, 55, 0.000000
52, 57, 0.000000
54, 59, 0.000000
56, 61, 0.000000
58, 63, 0.000000
60, 65, 0.000000
62, 67, 0.000000
64, 69, 0.000000
66, 71, 0.000000
68, 73, 0.000000
70, 75, 0.000000
72, 77, 0.000000
74, 79, 0.000000
76, 81, 0.000000
78, 83, 0.000000
80, 85, 0.000000
82, 87, 0.000000
84, 89, 0.000000
86, 91, 0.000000
88, 93, 0.000000
90, 95, 0.000000
92, 97, 0.000000
94, 101, 0.000000
96, 109, 0.000000
98, 143, 0.000000
100, 155, 0.000000
